data,area,dose,num_dosi
2021-01-30,PUG,seconda_dose,4173
2021-01-30,ABR,prima_dose,21
2021-01-30,ABR,seconda_dose,1287
2021-01-30,MOL,prima_dose,9
2021-01-30,MOL,seconda_dose,446
2021-01-30,PAB,prima_dose,4
2021-01-30,PAB,seconda_dose,237
2021-01-30,VDA,prima_dose,12
2021-01-30,VDA,seconda_dose,352
2021-01-30,BAS,prima_dose,122
2021-01-30,BAS,seconda_dose,505
2021-01-30,EMR,prima_dose,107
2021-01-30,EMR,seconda_dose,7887
